,home_team,home_score,home_scorers,away_team,away_score,away_scorers
340,Arsenal,4,"['Ljungberg', 'Wiltord', 'Henry', 'Kanu']",Leicester City,0,[]
341,Everton,2,"['Campbell', 'Gemmill']",Middlesboro,0,[]
342,Ipswich Town,0,[],Charlton Athletic,1,['Lisbie']
343,Southampton,0,[],Chelsea,2,"['Hasselbaink', 'Stanic']"
344,Fulham,0,[],Derby County,0,[]
345,Blackburn Rovers,2,"['Mahon', 'Duff']",Tottenham Hotspur,1,['Ziege']
346,Fulham,2,"['Hayles', 'Saha']",Sunderland,0,[]
347,Arsenal,1,['Wiltord'],Leeds United,2,"['Harte', 'Viduka']"
348,Bolton Wanderers,1,['Ricketts'],Middlesboro,0,[]
349,Ipswich Town,3,"['George', 'Naylor', 'George']",Derby County,1,['Ravanelli']
350,Everton,1,['Ferguson'],Tottenham Hotspur,1,['Anderton']
351,Manchester United,3,"['Beckham', 'Nistelrooy', 'Nistelrooy']",Fulham,2,"['Saha', 'Saha']"
352,Chelsea,1,['Zenden'],Newcastle United,1,['Acuna']
353,Sunderland,1,['Phillips'],Ipswich Town,0,[]
354,Charlton Athletic,1,['Johansson'],Everton,2,"['Ferguson', 'Weir']"
355,Leeds United,2,"['Bowyer', 'Smith']",Southampton,0,[]
356,Leicester City,0,[],Bolton Wanderers,5,"['Nolan', 'Ricketts', 'Nolan', 'Frandsen', 'Frandsen']"
357,Liverpool,2,"['Owen', 'Owen']",West Ham United,1,['Canio']
358,Middlesboro,0,[],Arsenal,4,"['Henry', 'Pires', 'Bergkamp', 'Bergkamp']"
359,Tottenham Hotspur,0,[],Aston Villa,0,[]
360,Derby County,2,"['Ravanelli', 'Christie']",Blackburn Rovers,0,[]
361,Sunderland,0,[],Arsenal,4,"['Henry', 'Ljungberg', 'Ljungberg', 'Ljungberg']"
362,Tottenham Hotspur,0,[],Blackburn Rovers,4,"['Yorke', 'Hignett', 'Duff', 'Cole']"
363,Manchester City,0,[],Southampton,1,['Svensson']
364,Bolton Wanderers,2,"['Frandsen', 'Okocha']",Middlesboro,1,['Ricketts']
365,West Bromwich Albion,2,"['Dobie', 'Dobie']",Newcastle United,2,"['Jenas', 'Viana']"
366,Leeds United,3,"['Harte', 'Barmby', 'Viduka']",Aston Villa,1,['Gudjonsson']
367,Birmingham,2,"['Horsfield', 'John']",West Ham United,2,"['Ferdinand', 'Canio']"
368,Chelsea,2,"['Desailly', 'Gronkjaer']",Liverpool,1,['Hyypia']
369,Charlton Athletic,0,[],Fulham,1,['Saha']
370,Everton,1,['Campbell'],Manchester United,2,"['Beckham', 'Nistelrooy']"
371,Arsenal,6,"['Pires', 'Pennant', 'Pennant', 'Pires', 'Pennant', 'Pires']",Southampton,1,['Tessem']
372,Arsenal,2,"['Henry', 'Bergkamp']",Leeds United,3,"['Kewell', 'Harte', 'Viduka']"
373,Southampton,0,[],Bolton Wanderers,0,[]
374,Aston Villa,1,['Allback'],Sunderland,0,[]
375,Middlesboro,5,"['Christie', 'Paulista', 'Nemeth', 'Maccarone', 'Maccarone']",Tottenham Hotspur,1,['Redknapp']
376,West Ham United,1,['Canio'],Chelsea,0,[]
377,Manchester United,4,"['Beckham', 'Nistelrooy', 'Nistelrooy', 'Nistelrooy']",Charlton Athletic,1,['Jensen']
378,Blackburn Rovers,1,['Duff'],West Bromwich Albion,1,['Koumas']
379,Newcastle United,1,['Viana'],Birmingham,0,[]
380,Liverpool,1,['Baros'],Manchester City,2,"['Anelka', 'Anelka']"
381,Tottenham Hotspur,0,[],Manchester United,2,"['Scholes', 'Nistelrooy']"
382,Manchester City,0,[],West Ham United,1,['Kanoute']
383,Leeds United,2,"['Viduka', 'Smith']",Blackburn Rovers,3,"['Dunn', 'Cole', 'Todd']"
384,Birmingham,3,"['Dugarry', 'Clemence', 'Lazaridis']",Middlesboro,0,[]
385,Everton,2,"['Campbell', 'Rooney']",Aston Villa,1,['Allback']
386,Sunderland,0,[],Newcastle United,1,['Solano']
387,Charlton Athletic,2,"['Parker', 'Lisbie']",Southampton,1,['Beattie']
388,West Bromwich Albion,0,[],Liverpool,6,"['Owen', 'Baros', 'Owen', 'Owen', 'Owen', 'Baros']"
389,Leeds United,2,"['Viduka', 'Viduka']",Fulham,0,[]
390,Liverpool,2,"['Hyypia', 'Gerrard']",Charlton Athletic,1,['Bartlett']
391,Chelsea,4,"['Gudjohnsen', 'Hasselbaink', 'Gronkjaer', 'Zola']",Everton,1,['Carsley']
392,West Bromwich Albion,2,"['Dichio', 'Clement']",Tottenham Hotspur,3,"['Keane', 'Sheringham', 'Keane']"
393,West Ham United,1,['Sinclair'],Middlesboro,0,[]
394,Manchester City,3,"['Foe', 'Fowler', 'Foe']",Sunderland,0,[]
395,Blackburn Rovers,0,[],Bolton Wanderers,0,[]
396,Birmingham,3,"['Dugarry', 'Hughes', 'Dugarry']",Southampton,2,"['Svensson', 'Ormerod']"
397,Newcastle United,1,['Solano'],Aston Villa,1,['Dublin']
398,Sunderland,1,['Stewart'],West Bromwich Albion,2,"['McInnes', 'McInnes']"
399,Middlesboro,0,[],Arsenal,2,"['Wiltord', 'Henry']"
400,Manchester United,3,"['Nistelrooy', 'Scholes', 'Scholes']",Blackburn Rovers,1,['Berg']
401,Everton,1,['Unsworth'],Liverpool,2,"['Owen', 'Murphy']"
402,Charlton Athletic,0,[],Birmingham,2,"['Dugarry', 'Savage']"
403,Bolton Wanderers,1,['Okocha'],West Ham United,0,[]
404,Aston Villa,2,"['Allback', 'Allback']",Chelsea,1,['Terry']
405,Southampton,3,"['Ormerod', 'Beattie', 'Svensson']",Leeds United,2,"['Kewell', 'Barmby']"
406,Fulham,2,"['Legwinski', 'Clark']",Newcastle United,1,['Shearer']
407,Tottenham Hotspur,0,[],Manchester City,2,"['Sommeil', 'Barton']"
408,Arsenal,2,"['Henry', 'Henry']",Manchester United,2,"['Nistelrooy', 'Giggs']"
409,Liverpool,2,"['Heskey', 'Owen']",Fulham,0,[]
410,Manchester City,0,[],Middlesboro,0,[]
411,West Bromwich Albion,1,['Balis'],Everton,2,"['Weir', 'Campbell']"
412,Chelsea,1,['Cole'],Bolton Wanderers,0,[]
413,Newcastle United,2,"['Jenas', 'Ameobi']",Manchester United,6,"['Solskjaer', 'Scholes', 'Scholes', 'Giggs', 'Scholes', 'Nistelrooy']"
414,West Ham United,2,"['Sinclair', 'Kanoute']",Aston Villa,2,"['Vassell', 'Leonhardsen']"
415,Blackburn Rovers,1,['Duff'],Charlton Athletic,0,[]
416,Leeds United,2,"['Viduka', 'Viduka']",Tottenham Hotspur,2,"['Sheringham', 'Keane']"
417,Birmingham,2,"['Hughes', 'Dugarry']",Sunderland,0,[]
418,Fulham,0,[],Blackburn Rovers,4,"['Dunn', 'Sukur', 'Duff', 'Sukur']"
419,Everton,2,"['Rooney', 'Unsworth']",Newcastle United,1,['Robert']
420,Southampton,1,['Beattie'],West Ham United,1,['Defoe']
421,Tottenham Hotspur,2,"['Keane', 'Poyet']",Birmingham,1,['Devlin']
422,Charlton Athletic,1,['Euell'],Leeds United,6,"['Kewell', 'Harte', 'Viduka', 'Viduka', 'Viduka', 'Kewell']"
423,Manchester United,4,"['Nistelrooy', 'Nistelrooy', 'Giggs', 'Solskjaer']",Liverpool,0,[]
424,Bolton Wanderers,2,"['Pedersen', 'Campo']",Manchester City,0,[]
425,Middlesboro,3,"['Christie', 'Greening', 'Nemeth']",West Bromwich Albion,0,[]
426,Sunderland,1,['Thornton'],Chelsea,2,"['Zola', 'Cole']"
427,Bolton Wanderers,1,['Okocha'],Tottenham Hotspur,0,[]
428,Liverpool,3,"['Owen', 'Murphy', 'Gerrard']",Leeds United,1,['Viduka']
429,Arsenal,2,"['Cygan', 'Vieira']",Everton,1,['Rooney']
430,Middlesboro,1,['Christie'],Charlton Athletic,1,['Johansson']
431,Birmingham,1,['Horsfield'],West Bromwich Albion,0,[]
432,Southampton,2,"['Beattie', 'Davies']",Aston Villa,2,"['Hendrie', 'Vassell']"
433,Chelsea,5,"['Hasselbaink', 'Terry', 'Stanic', 'Lampard', 'Gallas']",Manchester City,0,[]
434,West Ham United,2,"['Defoe', 'Kanoute']",Sunderland,0,[]
435,Manchester United,3,"['Nistelrooy', 'Nistelrooy', 'Nistelrooy']",Fulham,0,[]
436,West Bromwich Albion,0,[],Chelsea,2,"['Stanic', 'Zola']"
437,Tottenham Hotspur,2,"['Taricco', 'Sheringham']",Liverpool,3,"['Owen', 'Heskey', 'Gerrard']"
438,Manchester City,1,['Fowler'],Birmingham,0,[]
439,Charlton Athletic,0,[],Newcastle United,2,"['Shearer', 'Solano']"
440,Everton,0,[],West Ham United,0,[]
441,Blackburn Rovers,2,"['Duff', 'Tugay']",Arsenal,0,[]
442,Leeds United,2,"['Viduka', 'Viduka']",Middlesboro,3,"['Maccarone', 'Paulista', 'Geremi']"
443,Aston Villa,0,[],Manchester United,1,['Beckham']
444,Sunderland,0,[],Bolton Wanderers,2,"['Okocha', 'Pedersen']"
445,Liverpool,2,"['Diouf', 'Owen']",Bolton Wanderers,0,[]
446,Middlesboro,1,['Geremi'],Newcastle United,0,[]
447,Aston Villa,0,[],Birmingham,2,"['Lazaridis', 'Horsfield']"
448,Arsenal,2,"['Jeffers', 'Pires']",Charlton Athletic,0,[]
449,West Ham United,2,"['Ferdinand', 'Carrick']",Tottenham Hotspur,0,[]
450,Southampton,1,['Beattie'],West Bromwich Albion,0,[]
451,Middlesboro,1,['Paulista'],Everton,1,['Watson']
452,Fulham,1,['Saha'],Sunderland,0,[]
453,Blackburn Rovers,1,['Dunn'],Manchester City,0,[]
454,West Bromwich Albion,1,['Dichio'],West Ham United,2,"['Sinclair', 'Sinclair']"
455,Birmingham,2,"['Clemence', 'Morrison']",Liverpool,1,['Owen']
456,Manchester City,1,['Anelka'],Arsenal,5,"['Bergkamp', 'Pires', 'Henry', 'Campbell', 'Vieira']"
457,Chelsea,1,['Hasselbaink'],Blackburn Rovers,2,"['Yorke', 'Dunn']"
458,Sunderland,1,['Phillips'],Middlesboro,3,"['Riggott', 'Riggott', 'Christie']"
459,Bolton Wanderers,1,"[""N'Gotty""]",Manchester United,1,['Solskjaer']
460,Charlton Athletic,3,"['Euell', 'Johansson', 'Johansson']",Aston Villa,0,[]
461,Everton,2,"['Radzinski', 'Radzinski']",Southampton,1,['Beattie']
462,Leeds United,0,[],Newcastle United,3,"['Dyer', 'Dyer', 'Shearer']"
463,Fulham,3,"['Saha', 'Wome', 'Malbranque']",West Bromwich Albion,0,[]
464,Newcastle United,1,['Robert'],Arsenal,1,['Henry']
465,Manchester United,1,['Nistelrooy'],Manchester City,1,['Goater']
466,Fulham,2,"['Malbranque', 'Harley']",Aston Villa,1,['Barry']
467,Blackburn Rovers,1,['Thompson'],Southampton,0,[]
468,Birmingham,1,['Savage'],Chelsea,3,"['Zola', 'Gudjohnsen', 'Hasselbaink']"
469,Leeds United,1,['Johnson'],West Ham United,0,[]
470,Liverpool,1,['Riise'],Middlesboro,1,['Geremi']
471,Charlton Athletic,2,"['Kishishev', 'Lisbie']",Everton,1,['McBride']
472,Tottenham Hotspur,4,"['Poyet', 'Doherty', 'Davies', 'Sheringham']",Sunderland,1,['Phillips']
473,West Bromwich Albion,1,['Johnson'],Bolton Wanderers,1,['Pedersen']
474,Birmingham,0,[],Manchester United,1,['Nistelrooy']
475,West Ham United,0,[],Liverpool,3,"['Baros', 'Gerrard', 'Heskey']"
476,Aston Villa,3,"['Dublin', 'Dublin', 'Barry']",Blackburn Rovers,0,[]
477,Southampton,0,[],Manchester United,2,"['Nistelrooy', 'Giggs']"
478,Arsenal,2,"['Pires', 'Pires']",Fulham,1,['Malbranque']
479,Chelsea,1,['Zola'],Tottenham Hotspur,1,['Sheringham']
480,Everton,2,"['Unsworth', 'Radzinski']",Leeds United,0,[]
481,West Bromwich Albion,0,[],Charlton Athletic,1,['Bartlett']
482,West Ham United,2,"['Canio', 'Defoe']",Blackburn Rovers,1,['Yorke']
483,Tottenham Hotspur,0,[],Newcastle United,1,['Jenas']
484,Manchester City,4,"['Anelka', 'Benarbia', 'Foe', 'Wright-Phillips']",Fulham,1,['Malbranque']
485,Liverpool,2,"['Riise', 'Heskey']",Arsenal,2,"['Pires', 'Bergkamp']"
486,Bolton Wanderers,1,['Facey'],Everton,2,"['Watson', 'Watson']"
487,Sunderland,0,[],Southampton,1,['Beattie']
488,Middlesboro,2,"['Maccarone', 'Greening']",Aston Villa,5,"['Vassell', 'Gudjonsson', 'Barry', 'Vassell', 'Dublin']"
489,Newcastle United,1,['Jenas'],Bolton Wanderers,0,[]
490,Fulham,1,['Davis'],Middlesboro,0,[]
491,Arsenal,3,"['Henry', 'Henry', 'Henry']",West Ham United,1,['Defoe']
492,Aston Villa,0,[],Tottenham Hotspur,1,['Sheringham']
493,Charlton Athletic,1,['Fish'],Bolton Wanderers,1,['Djorkaeff']
494,Newcastle United,2,"['Shearer', 'Bellamy']",Manchester City,0,[]
495,Leeds United,0,[],West Bromwich Albion,0,[]
496,Manchester United,2,"['Scholes', 'Forlan']",Chelsea,1,['Gudjohnsen']
497,Blackburn Rovers,1,['Duff'],Birmingham,1,['John']
498,Southampton,0,[],Liverpool,1,['Heskey']
499,Everton,2,"['McBride', 'McBride']",Sunderland,1,['Kilbane']
500,Birmingham,0,[],Arsenal,4,"['Henry', 'Pires', 'Lauren', 'Henry']"
501,Tottenham Hotspur,4,"['Poyet', 'Keane', 'Keane', 'Keane']",Everton,3,"['McBride', 'Watson', 'Radzinski']"
502,Manchester City,2,"['Goater', 'Jensen']",Leeds United,1,['Kewell']
503,West Bromwich Albion,1,['Koumas'],Manchester United,3,"['Nistelrooy', 'Scholes', 'Solskjaer']"
504,Chelsea,4,"['Hasselbaink', 'Gallas', 'Gudjohnsen', 'Saux']",Charlton Athletic,1,['Euell']
505,Middlesboro,2,"['Whelan', 'Maccarone']",Southampton,2,"['Beattie', 'Beattie']"
506,Bolton Wanderers,0,[],Fulham,0,[]
507,West Ham United,2,"['Cole', 'Defoe']",Newcastle United,2,"['Bellamy', 'Jenas']"
508,Liverpool,1,['Owen'],Aston Villa,1,['Dublin']
509,Sunderland,0,[],Blackburn Rovers,0,[]
510,Newcastle United,1,['Robert'],Liverpool,0,[]
511,Everton,2,"['Watson', 'Radzinski']",Manchester City,2,"['Anelka', 'Foe']"
512,Southampton,1,['Beattie'],Tottenham Hotspur,0,[]
513,Aston Villa,2,"['Dublin', 'Vassell']",Bolton Wanderers,0,[]
514,Blackburn Rovers,1,['Yorke'],Middlesboro,0,[]
515,Leeds United,2,"['Bakke', 'Viduka']",Birmingham,0,[]
516,Arsenal,1,['Henry'],Liverpool,1,['Murphy']
517,Aston Villa,1,['Dublin'],Middlesboro,0,[]
518,Everton,0,[],Bolton Wanderers,0,[]
519,Leeds United,2,"['Woodgate', 'Milner']",Chelsea,0,[]
520,Southampton,2,"['Beattie', 'Tessem']",Sunderland,1,['Flo']
521,Fulham,0,[],Manchester City,1,['Anelka']
522,Manchester United,2,"['Forlan', 'Beckham']",Birmingham,0,[]
523,Charlton Athletic,1,['Lisbie'],West Bromwich Albion,0,[]
524,Tottenham Hotspur,2,"['Keane', 'Iversen']",Charlton Athletic,2,"['Euell', 'Euell']"
525,Liverpool,1,['Riise'],Blackburn Rovers,1,['Cole']
526,Sunderland,1,['Proctor'],Leeds United,2,"['Milner', 'Fowler']"
527,Chelsea,0,[],Southampton,0,[]
528,West Ham United,1,['Sinclair'],Fulham,1,['Sava']
529,Birmingham,1,['Kirovski'],Everton,1,['Radzinski']
530,Middlesboro,3,"['Boksic', 'Nemeth', 'Job']",Manchester United,1,['Giggs']
531,Bolton Wanderers,4,"['Okocha', 'Gardner', 'Ricketts', 'Ricketts']",Newcastle United,3,"['Shearer', 'Ameobi', 'Shearer']"
532,West Bromwich Albion,1,['Dichio'],Arsenal,2,"['Jeffers', 'Henry']"
533,Manchester City,3,"['Foe', 'Benarbia', 'Foe']",Aston Villa,1,['Dublin']
534,Manchester City,2,"['Howey', 'Benarbia']",Tottenham Hotspur,3,"['Perry', 'Davies', 'Poyet']"
535,Liverpool,0,[],Everton,0,[]
536,Blackburn Rovers,1,['Flitcroft'],Manchester United,0,[]
537,Newcastle United,2,"['Solano', 'Bellamy']",Fulham,0,[]
538,Chelsea,2,"['Gudjohnsen', 'Lampard']",Aston Villa,0,[]
539,Birmingham,1,['Devlin'],Charlton Athletic,1,['Jensen']
540,West Ham United,1,['Pearce'],Bolton Wanderers,1,['Ricketts']
541,Arsenal,2,"['Campbell', 'Pires']",Middlesboro,0,[]
542,West Bromwich Albion,2,"['Dichio', 'Koumas']",Sunderland,2,"['Phillips', 'Phillips']"
543,Leeds United,1,['Kewell'],Southampton,1,['Fernandes']
544,Bolton Wanderers,0,[],Leeds United,3,"['Mills', 'Fowler', 'Wilcox']"
545,Sunderland,2,"['McCann', 'Proctor']",Liverpool,1,['Baros']
546,Fulham,0,[],Birmingham,1,['Kirovski']
547,Tottenham Hotspur,1,['Ziege'],Arsenal,1,['Pires']
548,Everton,2,"['Carsley', 'Rooney']",Blackburn Rovers,1,['Cole']
549,Charlton Athletic,2,"['Euell', 'Jensen']",Manchester City,2,"['Foe', 'Foe']"
550,Aston Villa,2,"['Vassell', 'Hitzlsperger']",West Bromwich Albion,1,['Koumas']
551,Middlesboro,1,['Geremi'],Chelsea,1,['Terry']
552,Southampton,1,['Marsden'],Newcastle United,1,['Bellamy']
553,Sunderland,0,[],Manchester City,3,"['Foe', 'Jihai', 'Goater']"
554,Tottenham Hotspur,3,"['Ziege', 'Keane', 'Poyet']",West Bromwich Albion,1,['Dobie']
555,Charlton Athletic,2,"['Euell', 'Konchesky']",Liverpool,0,[]
556,Aston Villa,0,[],Newcastle United,1,['Shearer']
557,Everton,1,['Naysmith'],Chelsea,3,"['Stanic', 'Hasselbaink', 'Gronkjaer']"
558,Fulham,1,['Djetou'],Leeds United,0,[]
559,Southampton,2,"['Beattie', 'Beattie']",Birmingham,0,[]
560,Middlesboro,2,"['Nemeth', 'Ehiogu']",West Ham United,2,"['Cole', 'Pearce']"
561,Bolton Wanderers,1,['Okocha'],Blackburn Rovers,1,['Short']
562,Manchester United,2,"['Veron', 'Scholes']",Arsenal,0,[]
563,West Ham United,0,[],Southampton,1,['Beattie']
564,Newcastle United,2,"['Shearer', 'Bellamy']",Everton,1,['Campbell']
565,Leeds United,1,['Kewell'],Charlton Athletic,2,"['Lisbie', 'Parker']"
566,Liverpool,1,['Hyypia'],Manchester United,2,"['Forlan', 'Forlan']"
567,Arsenal,3,"['Pires', 'Henry', 'Henry']",Aston Villa,1,['Hitzlsperger']
568,Birmingham,1,['Kenna'],Tottenham Hotspur,1,['Sheringham']
569,Manchester City,2,"['Howey', 'Berkovic']",Bolton Wanderers,0,[]
570,Chelsea,3,"['Gallas', 'Desailly', 'Hasselbaink']",Sunderland,0,[]
571,West Bromwich Albion,1,['Dichio'],Middlesboro,0,[]
572,Tottenham Hotspur,2,"['Sheringham', 'Keane']",Leeds United,0,[]
573,Charlton Athletic,3,"['Konchesky', 'Rufus', 'Euell']",Blackburn Rovers,1,['Thompson']
574,Everton,1,['Radzinski'],West Bromwich Albion,0,[]
575,Southampton,3,"['Beattie', 'Beattie', 'Delgado']",Arsenal,2,"['Bergkamp', 'Pires']"
576,Sunderland,0,[],Birmingham,1,['Morrison']
577,Bolton Wanderers,1,['Pedersen'],Chelsea,1,['Hasselbaink']
578,Middlesboro,3,"['Ehiogu', 'Boksic', 'Geremi']",Manchester City,1,['Anelka']
579,Manchester United,5,"['Scholes', 'Nistelrooy', 'Nistelrooy', 'Nistelrooy', 'Solskjaer']",Newcastle United,3,"['Bernard', 'Shearer', 'Bellamy']"
580,Aston Villa,4,"['Hendrie', 'Leonhardsen', 'Dublin', 'Vassell']",West Ham United,1,['Canio']
581,Fulham,3,"['Sava', 'Davis', 'Sava']",Liverpool,2,"['Hamann', 'Baros']"
582,Liverpool,0,[],Sunderland,0,[]
583,West Ham United,1,['Defoe'],Manchester United,1,['Nistelrooy']
584,Birmingham,0,[],Fulham,0,[]
585,Blackburn Rovers,0,[],Everton,1,['Campbell']
586,Leeds United,2,"['Smith', 'Kewell']",Bolton Wanderers,4,"['Pedersen', 'Djorkaeff', 'Ricketts', 'Pedersen']"
587,West Bromwich Albion,0,[],Aston Villa,0,[]
588,Chelsea,1,['Babayaro'],Middlesboro,0,[]
589,Arsenal,3,"['Henry', 'Ljungberg', 'Wiltord']",Tottenham Hotspur,0,[]
590,Newcastle United,2,"['Ameobi', 'Hughes']",Southampton,1,['Beattie']
591,Manchester City,0,[],Charlton Athletic,1,['Bartlett']
592,Sunderland,2,"['Phillips', 'Flo']",Tottenham Hotspur,0,[]
593,West Ham United,3,"['Canio', 'Canio', 'Sinclair']",Leeds United,4,"['Barmby', 'Kewell', 'Kewell', 'Viduka']"
594,Middlesboro,1,['Southgate'],Liverpool,0,[]
595,Arsenal,1,['Wiltord'],Newcastle United,0,[]
596,Chelsea,3,"['Gudjohnsen', 'Gudjohnsen', 'Zola']",Birmingham,0,[]
597,Southampton,1,['Beattie'],Blackburn Rovers,1,['Cole']
598,Bolton Wanderers,1,['Frandsen'],West Bromwich Albion,1,['Dobie']
599,Manchester City,3,"['Anelka', 'Goater', 'Goater']",Manchester United,1,['Solskjaer']
600,Everton,1,['Radzinski'],Charlton Athletic,0,[]
601,Aston Villa,3,"['Angel', 'Allback', 'Leonhardsen']",Fulham,1,['Morte']
602,Newcastle United,2,"['Ameobi', 'Caldwell']",Middlesboro,0,[]
603,Leeds United,0,[],Everton,1,['Rooney']
604,Blackburn Rovers,0,[],Aston Villa,0,[]
605,Charlton Athletic,1,['Rowett'],Sunderland,1,['Flo']
606,Tottenham Hotspur,0,[],Chelsea,0,[]
607,Liverpool,2,"['Owen', 'Owen']",West Ham United,0,[]
608,Manchester United,2,"['Neville', 'Forlan']",Southampton,1,['Fernandes']
609,West Bromwich Albion,1,['Clement'],Manchester City,2,"['Anelka', 'Goater']"
610,Birmingham,3,"['Purse', 'Savage', 'Horsfield']",Bolton Wanderers,1,['Okocha']
611,West Ham United,0,[],Everton,1,['Carsley']
612,Southampton,4,"['Beattie', 'Beattie', 'Beattie', 'Ormerod']",Fulham,2,"['Clark', 'Malbranque']"
613,Birmingham,0,[],Manchester City,2,"['Jihai', 'Anelka']"
614,Chelsea,2,"['Hasselbaink', 'Saux']",West Bromwich Albion,0,[]
615,Middlesboro,2,"['Job', 'Southgate']",Leeds United,2,"['Viduka', 'Bowyer']"
616,Manchester United,1,['Forlan'],Aston Villa,1,['Mellberg']
617,Newcastle United,2,"['Griffin', 'Robert']",Charlton Athletic,1,['Bartlett']
618,Liverpool,2,"['Murphy', 'Owen']",Tottenham Hotspur,1,['Richards']
619,Fulham,0,[],West Ham United,1,['Canio']
620,Aston Villa,0,[],Southampton,1,['Beattie']
621,Tottenham Hotspur,3,"['Keane', 'Keane', 'Davies']",Bolton Wanderers,1,['Djorkaeff']
622,Charlton Athletic,1,['Euell'],Middlesboro,0,[]
623,Leeds United,0,[],Liverpool,1,['Diao']
624,Everton,2,"['Radzinski', 'Rooney']",Arsenal,1,['Ljungberg']
625,Fulham,1,['Marlet'],Manchester United,1,['Solskjaer']
626,Manchester City,0,[],Chelsea,3,"['Zola', 'Zola', 'Hasselbaink']"
627,Sunderland,0,[],West Ham United,1,['Sinclair']
628,Manchester United,3,"['Scholes', 'Nistelrooy', 'Scholes']",Everton,0,[]
629,Aston Villa,0,[],Leeds United,0,[]
630,Arsenal,3,"['Kanu', 'Kanu', 'Vieira']",Sunderland,1,['Craddock']
631,Blackburn Rovers,1,['Ostenstad'],Tottenham Hotspur,2,"['Keane', 'Redknapp']"
632,Fulham,1,['Sava'],Charlton Athletic,0,[]
633,Liverpool,1,['Owen'],Chelsea,0,[]
634,Southampton,2,"['Ormerod', 'Ormerod']",Manchester City,0,[]
635,Newcastle United,2,"['Shearer', 'Shearer']",West Bromwich Albion,1,['Balis']
636,West Ham United,1,['Cole'],Birmingham,2,"['John', 'John']"
637,Middlesboro,2,"['Ehiogu', 'Geremi']",Bolton Wanderers,0,[]
638,West Bromwich Albion,0,[],Blackburn Rovers,2,"['Yorke', 'Duff']"
639,Bolton Wanderers,1,['Djorkaeff'],Southampton,1,['Bridge']
640,Sunderland,1,['Bellion'],Aston Villa,0,[]
641,Everton,2,"['Campbell', 'Gravesen']",Fulham,0,[]
642,Birmingham,0,[],Newcastle United,2,"['Solano', 'Ameobi']"
643,Manchester City,0,[],Liverpool,3,"['Owen', 'Owen', 'Owen']"
644,Charlton Athletic,1,['Jensen'],Manchester United,3,"['Scholes', 'Giggs', 'Nistelrooy']"
645,Tottenham Hotspur,0,[],Middlesboro,3,"['Maccarone', 'Geremi', 'Job']"
646,Leeds United,1,['Kewell'],Arsenal,4,"['Kanu', 'Toure', 'Henry', 'Kanu']"
647,Chelsea,2,"['Hasselbaink', 'Zola']",West Ham United,3,"['Defoe', 'Canio', 'Canio']"
648,Fulham,0,[],Chelsea,0,[]
649,Blackburn Rovers,1,['Flitcroft'],Leeds United,0,[]
650,Aston Villa,3,"['Hendrie', 'Hendrie', 'Dublin']",Everton,2,"['Radzinski', 'Campbell']"
651,Liverpool,2,"['Baros', 'Riise']",West Bromwich Albion,0,[]
652,Arsenal,2,"['Henry', 'Kanu']",Bolton Wanderers,1,['Farrelly']
653,West Ham United,0,[],Manchester City,0,[]
654,Newcastle United,2,"['Bellamy', 'Shearer']",Sunderland,0,[]
655,Southampton,0,[],Charlton Athletic,0,[]
656,Manchester United,1,['Nistelrooy'],Tottenham Hotspur,0,[]
657,Middlesboro,1,['Queudrue'],Birmingham,0,[]
658,Manchester City,2,"['Anelka', 'Goater']",Blackburn Rovers,2,"['Thompson', 'Cole']"
659,Tottenham Hotspur,3,"['Davies', 'Sheringham', 'Gardner']",West Ham United,2,"['Kanoute', 'Sinclair']"
660,Everton,2,"['Campbell', 'Campbell']",Middlesboro,1,['Nemeth']
661,Bolton Wanderers,2,"['Gardner', 'Campo']",Liverpool,3,"['Baros', 'Baros', 'Heskey']"
662,Leeds United,1,['Kewell'],Manchester United,0,[]
663,Charlton Athletic,0,[],Arsenal,3,"['Henry', 'Wiltord', 'Edu']"
664,West Bromwich Albion,1,['Gregan'],Southampton,0,[]
665,Sunderland,0,[],Fulham,3,"['Inamoto', 'Hayles', 'Marlet']"
